"","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","PWGTP","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"2329","P","599703",2,500,56,1008425,112,31,1,NA,1,2,2,2,2,2,NA,NA,2,3,NA,2,NA,NA,1,2,2,2,2,2,2,0,5,1,1,1,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,12,0,1,NA,24,0,1,0,0,65000,52,1,1,1,NA,2,50,32,NA,2,1,NA,1,0,4101,6110,1,1,8090,89,49,620,500,56,6,"6214",1,NA,0,3160,NA,65000,65000,50,501,500,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,1,NA,NA,"291123",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,133,109,171,153,109,196,174,229,115,44,114,202,128,84,121,105,38,33,140,186,136,100,120,118,172,23,46,34,79,202,141,37,96,85,37,110,241,188,149,198,65,108,146,148,87,34,38,32,113,161,90,80,128,87,37,118,173,162,39,44,156,95,124,138,163,232,181,201,104,31,111,176,126,98,148,98,49,32,32
"3040","P","776606",2,200,56,1008425,14,68,1,NA,6,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,1,2,2,2,2,0,NA,NA,11,2,1,2,2,2,2,1998,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,22,20000,1,0,14400,0,40,1,1,1,NA,1,50,999,NA,2,NA,NA,1,0,1105,NA,1,1,180,NA,NA,NA,NA,NA,1,"112",1,NA,0,205,NA,20000,34400,56,401,200,56,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,"119013",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,13,21,28,25,10,14,13,11,14,5,4,3,16,26,14,4,18,19,14,4,14,26,28,23,12,14,24,23,15,3,4,4,14,24,15,4,12,5,17,28,21,7,3,4,16,15,14,10,14,21,25,26,10,5,17,20,18,6,13,25,13,3,4,3,15,16,17,13,21,26,23,22,15,3,11,34,16,38
"5458","P","1399986",1,200,56,1008425,57,27,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,0,10,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,21,0,1,0,0,55000,40,1,1,1,NA,2,142,32,NA,2,1,NA,1,0,6203,NA,2,1,7690,84,43,NA,NA,NA,6,"5617Z",1,NA,0,6440,NA,55000,55000,56,450,200,56,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"472150",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,52,21,15,12,53,80,67,76,46,94,72,74,43,16,51,67,73,58,19,113,51,14,13,13,79,50,91,56,47,109,104,204,81,13,51,104,49,73,11,139,63,17,16,13,44,35,54,56,48,112,147,103,65,18,79,134,46,42,22,76,65,19,23,21,55,54,49,60,59,65,91,103,67,22,69,106,55,43,21
"3700","P","932951",2,100,56,1008425,87,46,1,NA,1,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,0,65,NA,2,2,1,2,2,2,2,2009,3,2,0,1,0,0,0,0,0,0,0,3,5,3,3,3,0,0,1,0,1,NA,16,0,1,0,0,52000,40,1,1,1,NA,1,924,999,NA,2,NA,NA,1,0,NA,NA,1,1,770,75,23,NA,100,56,1,"23",1,NA,0,9130,NA,52000,52000,8,188,100,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"533030",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,29,25,78,101,113,59,95,102,69,190,96,130,32,21,170,201,37,56,83,142,27,26,62,77,151,101,78,71,66,158,95,74,34,27,173,175,26,116,77,114,44,25,80,82,105,80,93,129,67,163,88,103,54,27,114,142,28,65,86,98,56,40,69,116,227,93,64,67,74,127,72,77,33,29,119,162,31,69,74
"1405","P","344836",2,400,56,1008425,122,27,1,NA,4,2,2,2,2,2,NA,NA,2,NA,2,NA,NA,NA,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,2010,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,21,0,2,0,0,42000,40,1,1,1,NA,1,142,999,NA,2,1,NA,1,0,2304,NA,1,1,7860,86,43,NA,400,56,1,"6111",1,NA,0,2310,1,42000,42000,56,464,400,56,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"252020",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,215,123,100,124,35,38,113,36,173,32,207,139,173,226,132,135,90,121,133,180,127,42,167,197,156,110,35,128,129,141,134,44,146,124,184,251,52,32,148,37,144,214,32,41,126,100,186,121,114,108,125,202,100,113,36,31,200,237,160,89,39,140,149,131,228,191,121,248,41,180,34,154,38,52,147,134,172,109,35
"5523","P","1420123",1,400,56,1008425,68,52,1,NA,1,2,2,2,2,1,NA,NA,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,0,2,1,1,2,3,2,2,2,2,1994,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,2,0,0,18100,42,1,1,1,NA,2,32,50,NA,1,1,NA,1,0,NA,NA,2,1,8370,161,100,NA,NA,NA,4,"6241",1,NA,0,4610,4,18100,18100,56,149,400,56,2,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"399021",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,113,134,20,54,113,20,26,115,73,99,74,55,77,83,94,59,66,22,47,97,28,30,142,65,29,134,71,60,91,23,77,76,55,55,31,80,68,101,62,139,26,18,111,88,19,103,181,79,52,22,96,55,73,88,16,55,64,111,79,20,107,96,20,72,96,20,29,84,55,87,64,85,60,57,165,88,68,21,74
"1384","P","342302",1,100,56,1008425,150,30,1,NA,4,2,2,2,2,2,NA,NA,2,NA,1,2,NA,NA,2,2,2,2,2,2,2,120,NA,NA,11,2,1,2,2,1,2,2007,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,21,0,2,0,0,50000,20,1,1,NA,NA,4,999,999,NA,2,NA,NA,1,0,4101,NA,2,1,7870,NA,NA,NA,NA,NA,1,"611M1",1,NA,0,2200,1,50000,50120,53,501,100,56,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"251000",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,128,343,353,244,160,139,157,167,169,48,45,60,119,217,140,46,125,138,59,41,130,47,45,49,133,132,117,139,179,237,243,306,164,55,153,216,156,165,230,55,145,56,51,40,137,134,144,164,136,223,331,214,113,46,142,249,126,104,270,233,197,164,214,246,144,239,141,144,184,70,46,54,157,227,148,48,140,159,76,219
"4466","P","1148260",1,100,56,1008425,115,25,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,35,4,1,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,20,0,1,0,0,87000,50,1,1,1,NA,1,32,999,NA,2,4,NA,1,0,NA,NA,1,1,380,71,25,NA,100,56,6,"2121",1,NA,0,7220,NA,87000,87000,56,501,690,30,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"493040",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,149,79,30,100,122,39,103,160,208,237,141,103,101,97,137,45,48,75,183,105,179,126,44,103,85,46,141,176,195,212,117,115,109,102,104,33,36,45,46,97,52,106,163,140,106,146,118,46,33,32,109,132,150,121,100,145,212,196,51,88,38,135,176,81,88,234,107,33,63,58,116,112,79,95,144,217,164,151,134
"1799","P","443374",3,300,56,1008425,163,12,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,32,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,501,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,190,156,148,150,40,55,52,186,239,185,41,141,202,58,161,256,244,221,272,126,153,182,170,165,52,49,46,170,324,155,74,227,158,52,176,240,267,264,242,173,179,209,209,193,57,44,43,165,234,164,57,181,175,44,143,276,302,263,271,148,148,150,161,139,50,51,51,142,262,208,38,153,166,49,188,369,229,228,239
"4237","P","1076951",1,500,56,1008425,140,44,1,NA,4,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,5,1,1,2,1,2,2,1,2,1992,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,2,0,0,42000,40,1,1,1,NA,1,939,999,NA,2,1,NA,1,0,NA,NA,1,1,9470,92,52,NA,NA,NA,1,"92MP",1,NA,0,5860,4,42000,42000,13,501,500,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"439061",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,170,50,141,41,132,136,129,282,117,253,143,160,235,133,44,194,242,41,43,128,147,51,171,34,125,185,124,263,136,197,136,130,182,193,48,167,250,47,28,106,157,37,149,43,131,124,139,326,118,318,159,132,198,116,41,209,285,43,37,141,137,50,205,55,144,126,133,266,187,202,139,131,250,157,37,207,257,40,43
"3193","P","818219",4,300,56,1008425,116,17,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,2,0,2,13,14,0,1,0,0,300,1,1,6,2,NA,1,211,999,NA,2,NA,1,6,0,NA,NA,1,2,9290,NA,NA,NA,NA,NA,6,"814",1,1,1,4250,NA,300,300,56,404,NA,NA,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"373010",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,214,153,110,136,26,77,165,96,202,165,40,105,31,126,122,32,110,42,121,211,243,111,168,161,39,118,258,150,172,169,33,115,41,103,125,57,111,28,156,181,181,122,91,97,34,163,237,106,281,174,35,157,31,97,125,36,125,44,128,192,174,109,130,109,38,122,194,139,146,164,24,159,43,115,87,27,107,30,73
"5020","P","1302260",2,200,56,1008425,8,56,1,NA,4,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,1,2,2,2,2,1,2,0,5,1,1,2,1,2,2,1,2,1986,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,1,0,1,NA,17,0,1,0,0,25000,60,1,1,1,NA,1,939,999,NA,2,1,NA,1,0,NA,NA,1,1,290,87,47,NA,NA,NA,1,"115",1,NA,0,6050,NA,25000,25000,18,391,200,56,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"4520XX",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,16,9,9,10,8,12,9,9,4,2,17,17,1,8,16,3,7,1,9,7,12,11,8,8,8,13,7,8,3,1,16,13,4,11,13,2,9,13,10,10,3,8,7,10,9,3,8,8,15,16,3,4,15,8,3,13,8,12,7,7,2,7,9,12,5,2,10,9,11,14,3,2,14,9,1,13,8
"518","P","133828",1,100,56,1008425,62,83,1,NA,NA,2,1,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,2,1,2,2,1,2,20,NA,NA,NA,2,2,2,2,1,2,1957,1,2,0,0,0,0,0,1,0,0,0,3,3,2,2,2,0,0,0,0,1,NA,17,0,1,0,12800,0,NA,3,NA,2,NA,4,999,999,NA,1,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,"",1,NA,0,NA,NA,0,12820,56,113,NA,NA,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,66,49,60,66,76,20,18,22,63,134,54,12,52,69,19,56,71,83,132,98,54,67,71,61,75,20,19,23,73,96,56,14,55,85,15,63,149,104,94,17,58,64,65,63,67,104,96,136,51,17,76,72,53,70,93,65,17,17,16,18,59,49,93,69,65,106,112,106,55,23,55,100,54,54,120,68,20,18,19,76
"1599","P","395332",4,100,56,1008425,31,10,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,6,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,195,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,49,201,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,7,28,32,58,36,63,26,42,35,44,10,33,26,10,42,45,14,43,37,54,27,8,51,38,57,28,8,37,13,56,26,7,10,47,36,25,24,33,12,30,9,25,25,51,32,45,26,68,45,33,9,32,31,13,61,42,10,65,29,46,29,9,46,30,54,36,6,34,10,52,31,8,7,33,29,28,46,27
"4513","P","1165221",2,500,56,1008425,67,64,1,NA,1,2,1,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,0,10,1,1,2,1,2,2,1,2,1991,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,20,0,1,0,0,40000,40,1,1,1,NA,1,82,999,NA,1,1,NA,1,0,NA,NA,1,1,4890,78,37,NA,NA,NA,1,"4442",1,NA,0,4700,NA,40000,40000,38,501,500,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"411011",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,49,102,68,105,111,17,21,76,73,77,70,113,20,70,76,68,113,19,21,74,69,105,79,103,106,23,19,64,71,85,67,83,17,64,60,69,90,19,114,74,63,23,69,17,18,102,85,60,68,79,80,20,92,59,84,62,19,128,104,64,72,20,58,18,19,116,118,70,75,53,69,20,138,73,78,51,21,134,22
"1086","P","260585",2,200,56,1008425,231,29,1,NA,1,2,2,2,2,2,NA,NA,2,NA,2,NA,NA,NA,1,2,2,2,2,2,2,0,25,1,1,2,1,2,2,1,2,2010,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,21,0,2,0,0,75000,40,1,1,1,NA,4,999,999,NA,2,1,NA,1,0,1101,NA,1,1,380,90,46,NA,NA,NA,1,"2121",1,NA,0,5000,4,75000,75000,56,501,200,56,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"431011",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,205,292,298,294,212,94,236,353,333,233,228,232,66,228,71,74,274,98,205,238,238,204,229,271,174,115,247,468,402,233,361,424,98,200,63,72,249,99,271,536,231,215,256,369,278,74,219,317,318,225,345,319,65,235,102,93,176,69,237,269,220,239,233,284,237,72,188,368,410,297,226,301,117,203,72,91,218,58,301
"885","P","213518",3,200,56,1008425,160,7,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,720,999,NA,2,NA,7,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,8,1,NA,NA,NA,NA,46,20,NA,NA,1,2,1,6,45,6,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,151,178,139,165,165,128,145,178,137,153,162,161,163,148,157,171,152,107,172,128,153,188,137,131,138,122,170,173,146,178,176,132,152,171,151,186,165,114,149,160,126,116,135,163,105,153,204,170,127,119,172,152,155,159,146,180,138,151,169,167,144,131,178,168,96,145,195,175,162,106,150,169,142,139,125,176,162,150,136
"3726","P","937363",3,300,56,1008425,72,9,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,720,939,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,222,NA,NA,1,2,4,9,68,20,0,1,0,0,2,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,38,46,69,112,94,137,100,55,65,76,21,19,22,97,119,90,22,82,95,100,19,100,163,109,100,56,51,85,64,63,25,47,24,93,125,55,25,76,156,48,40,48,94,92,115,82,109,62,67,81,23,17,33,72,109,121,32,59,86,77,18,90,121,101,116,62,48,130,85,79,26,27,30,84,92,58,33,68,153
"1343","P","333958",3,200,56,1008425,51,5,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,50,32,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,261,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,107,18,12,75,61,49,94,53,112,55,48,62,15,43,18,49,38,104,17,64,104,14,15,89,48,54,119,50,66,38,58,46,15,60,15,50,41,82,20,47,108,16,13,111,56,69,118,65,92,45,30,42,18,49,12,47,50,123,16,53,90,17,15,82,57,45,86,81,81,65,45,45,22,48,11,50,53,103
